,feature,coeflogreg
263,POS_NAME_CONTRACT_STATUS_Active_MEAN,-0.03825820583496153
264,POS_NAME_CONTRACT_STATUS_Completed_MEAN,-0.009410358440972167
265,POS_NAME_CONTRACT_STATUS_NAME_CONTRACT_STATUS_divers_MEAN,0.01358929551934425
266,POS_COUNT,-0.10069052831377881
267,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,-0.0047706076962380035
268,INSTAL_DPD_MEAN,0.04680281596288649
269,INSTAL_DBD_MEAN,-0.054653379929749786
270,INSTAL_PAYMENT_PERC_MEAN,-0.010960468923122165
271,INSTAL_PAYMENT_DIFF_MEAN,0.148423893146267
272,INSTAL_AMT_INSTALMENT_MEAN,-0.07419977567022544
273,INSTAL_AMT_PAYMENT_MEAN,0.06909824316226688
274,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,-0.009872117086838106
275,INSTAL_COUNT,0.06227136398185246
276,CC_MONTHS_BALANCE_MEAN,0.19562236550944279
277,CC_AMT_BALANCE_MEAN,0.5509734476269161
278,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,-0.11600805186034718
279,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,-0.04818307342182342
280,CC_AMT_DRAWINGS_CURRENT_MEAN,0.06231770863408088
281,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0.03854850787373282
282,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,-0.0716676372381403
283,CC_AMT_INST_MIN_REGULARITY_MEAN,-0.07774349145953251
284,CC_AMT_PAYMENT_CURRENT_MEAN,0.012185509632896902
285,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,-0.052127143586570876
286,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,-0.6608688046092838
287,CC_AMT_RECIVABLE_MEAN,0.1589364399376641
288,CC_AMT_TOTAL_RECEIVABLE_MEAN,0.15107202104244902
289,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,0.12372298577633524
290,CC_CNT_DRAWINGS_CURRENT_MEAN,-0.11777121660603439
291,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,-0.00650385859133731
292,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,0.1740073155324614
293,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,-0.05655873151212196
294,CC_SK_DPD_MEAN,0.026353794081461684
295,CC_SK_DPD_DEF_MEAN,-0.0015661708220537543
296,CC_NAME_CONTRACT_STATUS_Active_MEAN,0.01767310132494422
297,CC_NAME_CONTRACT_STATUS_Completed_MEAN,-0.007762034327386884
298,CC_NAME_CONTRACT_STATUS_NAME_CONTRACT_STATUS_divers_MEAN,-0.006391193066889112
299,CC_COUNT,0.16642160867085048
